customer_id,customer_type,age_group,income_range,visit_frequency,avg_spend_customer,price_sensitivity_score,time_slot,day_of_week,is_weekend,total_orders_hour,demand_level,items_ordered,order_value,discount_applied,final_price,discount_purchase_intent,peak_price_tolerance,time_flexibility
1034,Regular,35-44,25k-50k,3,569,3,Night,Friday,0,7,Low,"Sandwich,Coke,Burger",607,37,382.41,Maybe,Maybe,0
1035,Premium,18-24,100k+,8,1484,1,Afternoon,Wednesday,0,27,Medium,Pizza,670,12,589.6,No,Yes,0
1036,Budget,35-44,25k-50k,3,285,5,Evening,Thursday,0,14,Low,"Fries,Pasta",253,36,161.92,Definitely,No,1
1037,Regular,18-24,25k-50k,6,507,2,Evening,Tuesday,0,8,Low,"Burger,Coke",549,25,411.75,Maybe,Maybe,0
1038,Regular,25-34,25k-50k,6,505,2,Evening,Saturday,1,66,High,Sandwich,257,7,239.01,Maybe,Maybe,0
1039,Budget,18-24,<25k,2,222,5,Evening,Sunday,1,61,High,"Pasta,Pizza",257,4,246.72,Definitely,No,1
1040,Premium,25-34,50k-100k,5,1287,2,Night,Saturday,1,5,Low,"Burger,Sandwich",646,35,419.9,Maybe,Maybe,0
1041,Regular,35-44,25k-50k,6,553,4,Evening,Wednesday,0,9,Low,"Fries,Coke",419,33,280.73,Definitely,No,1
1042,Budget,25-34,<25k,2,396,5,Evening,Tuesday,0,14,Low,"Pasta,Burger,Pizza",540,35,351.0,Definitely,No,1
1043,Regular,25-34,25k-50k,3,422,3,Morning,Wednesday,0,10,Low,"Sandwich,Burger",379,24,288.04,Maybe,Maybe,1
1044,Budget,25-34,25k-50k,1,268,4,Evening,Sunday,1,65,High,"Coke,Pizza",535,7,497.55,Definitely,No,1
1045,Regular,25-34,25k-50k,5,779,4,Afternoon,Sunday,1,38,Medium,"Coke,Fries,Pasta",467,14,401.62,Definitely,No,1
1046,Budget,25-34,<25k,3,243,5,Afternoon,Sunday,1,31,Medium,Coke,452,11,402.28,Definitely,No,1
1047,Budget,18-24,<25k,2,207,4,Evening,Sunday,1,59,High,"Pasta,Burger,Pizza",617,9,561.47,Definitely,No,1
1048,Budget,25-34,<25k,1,313,5,Evening,Wednesday,0,17,Low,Coke,476,23,366.52,Definitely,No,1
1049,Premium,18-24,100k+,5,991,2,Evening,Monday,0,7,Low,"Burger,Sandwich,Coke",295,35,191.75,Maybe,Maybe,1
1050,Budget,18-24,25k-50k,1,382,5,Evening,Tuesday,0,13,Low,Burger,472,22,368.16,Definitely,No,1
1051,Regular,25-34,50k-100k,3,586,2,Morning,Saturday,1,8,Low,Burger,432,31,298.08,Maybe,Maybe,0
1052,Premium,25-34,50k-100k,8,1305,1,Evening,Thursday,0,9,Low,Pasta,298,24,226.48,No,Yes,0
1053,Regular,18-24,50k-100k,6,452,4,Evening,Monday,0,13,Low,"Fries,Pizza,Coke",308,26,227.92,Definitely,No,1
1054,Premium,25-34,100k+,6,932,1,Evening,Tuesday,0,17,Low,Pizza,787,30,550.9,No,Yes,0
1055,Regular,18-24,50k-100k,4,406,2,Evening,Sunday,1,57,High,"Coke,Burger",393,9,357.63,Maybe,Maybe,0
1056,Budget,35-44,<25k,1,264,5,Night,Saturday,1,5,Low,Sandwich,416,26,307.84,Definitely,No,1
1057,Regular,35-44,50k-100k,5,763,3,Evening,Friday,0,15,Low,"Fries,Pasta,Coke",730,29,518.3,Maybe,Maybe,1
1058,Budget,18-24,<25k,2,325,4,Morning,Thursday,0,16,Low,"Sandwich,Fries",560,27,408.8,Definitely,No,1
1059,Regular,25-34,25k-50k,3,590,2,Evening,Thursday,0,13,Low,"Burger,Pasta,Pizza",316,20,252.8,Maybe,Maybe,1
1060,Premium,18-24,100k+,9,948,1,Morning,Wednesday,0,9,Low,Coke,428,30,299.6,No,Yes,0
1061,Budget,18-24,<25k,2,246,5,Evening,Friday,0,18,Low,"Burger,Fries,Coke",614,34,405.24,Definitely,No,1
1062,Premium,35-44,100k+,5,811,2,Night,Sunday,1,12,Low,"Coke,Pasta,Burger",607,25,455.25,Maybe,Maybe,1
1063,Regular,25-34,50k-100k,6,585,3,Afternoon,Sunday,1,24,Medium,Pasta,701,18,574.82,Maybe,Maybe,1
1064,Budget,18-24,<25k,1,356,4,Afternoon,Monday,0,22,Medium,Coke,793,15,674.05,Definitely,No,1
1065,Regular,18-24,25k-50k,4,409,4,Night,Monday,0,6,Low,"Pasta,Pizza,Fries",204,32,138.72,Definitely,No,1
1066,Budget,18-24,<25k,2,376,5,Evening,Thursday,0,14,Low,"Coke,Sandwich,Pasta",660,36,422.4,Definitely,No,1
1067,Budget,35-44,<25k,1,348,4,Morning,Monday,0,10,Low,"Pizza,Pasta",636,36,407.04,Definitely,No,1
1068,Regular,25-34,25k-50k,4,482,2,Afternoon,Sunday,1,33,Medium,"Pizza,Coke",200,18,164.0,Maybe,Maybe,1
1069,Premium,25-34,50k-100k,5,1287,2,Evening,Monday,0,16,Low,"Sandwich,Burger,Pizza",353,27,257.69,Maybe,Maybe,0
1070,Regular,35-44,50k-100k,5,705,3,Night,Sunday,1,10,Low,"Pizza,Fries",600,31,414.0,Maybe,Maybe,0
1071,Budget,35-44,<25k,1,284,4,Evening,Friday,0,15,Low,"Pasta,Burger,Pizza",302,38,187.24,Definitely,No,1
1072,Budget,25-34,25k-50k,2,297,5,Evening,Monday,0,19,Low,"Coke,Fries",646,38,400.52,Definitely,No,1
1073,Regular,18-24,25k-50k,6,734,3,Evening,Thursday,0,11,Low,"Pizza,Burger",280,29,198.8,Maybe,Maybe,0
1074,Premium,18-24,100k+,6,1307,2,Morning,Monday,0,9,Low,"Pizza,Pasta,Coke",252,21,199.08,Maybe,Maybe,1
1075,Budget,35-44,25k-50k,3,314,4,Evening,Monday,0,11,Low,"Pizza,Sandwich,Pasta",294,35,191.1,Definitely,No,1
1076,Regular,35-44,50k-100k,6,594,2,Evening,Saturday,1,67,High,"Sandwich,Pizza",602,9,547.82,Maybe,Maybe,0
1077,Premium,25-34,100k+,9,1333,2,Morning,Wednesday,0,5,Low,"Sandwich,Pizza,Coke",723,24,549.48,Maybe,Maybe,0
1078,Budget,25-34,25k-50k,2,244,4,Evening,Friday,0,14,Low,Fries,320,34,211.2,Definitely,No,1
1079,Regular,35-44,50k-100k,5,447,3,Morning,Tuesday,0,14,Low,Fries,207,23,159.39,Maybe,Maybe,0
1080,Regular,35-44,25k-50k,5,455,4,Evening,Sunday,1,75,High,"Coke,Fries",277,6,260.38,Definitely,No,1
1081,Regular,25-34,25k-50k,5,711,3,Afternoon,Tuesday,0,22,Medium,"Pasta,Fries,Pizza",562,16,472.08,Maybe,Maybe,1
1082,Regular,25-34,25k-50k,4,626,3,Evening,Wednesday,0,13,Low,"Pasta,Burger",238,24,180.88,Maybe,Maybe,1
1083,Budget,25-34,<25k,2,243,5,Afternoon,Thursday,0,32,Medium,"Sandwich,Burger",224,13,194.88,Definitely,No,1
1084,Regular,18-24,25k-50k,4,510,2,Evening,Saturday,1,71,High,"Coke,Burger,Pizza",568,1,562.32,Maybe,Maybe,0
1085,Regular,18-24,50k-100k,4,579,2,Evening,Saturday,1,51,High,"Pizza,Burger",576,7,535.68,Maybe,Maybe,0
1086,Budget,25-34,25k-50k,2,311,4,Afternoon,Friday,0,30,Medium,Burger,336,17,278.88,Definitely,No,1
1087,Budget,18-24,<25k,3,205,4,Evening,Thursday,0,16,Low,"Coke,Pasta,Burger",203,30,142.1,Definitely,No,1
1088,Budget,25-34,25k-50k,2,378,4,Night,Thursday,0,6,Low,"Pizza,Sandwich,Burger",591,34,390.06,Definitely,No,1
1089,Regular,25-34,25k-50k,4,517,2,Evening,Tuesday,0,8,Low,"Pasta,Fries",312,20,249.6,Maybe,Maybe,1
1090,Regular,25-34,25k-50k,6,437,3,Evening,Tuesday,0,15,Low,"Sandwich,Fries,Pasta",458,23,352.66,Maybe,Maybe,0
1091,Budget,25-34,25k-50k,1,350,5,Evening,Wednesday,0,6,Low,Pasta,367,32,249.56,Definitely,No,1
1092,Premium,18-24,50k-100k,5,1349,1,Evening,Thursday,0,18,Low,"Burger,Fries,Pizza",780,36,499.2,No,Yes,0
1093,Premium,25-34,100k+,9,1175,2,Night,Saturday,1,6,Low,Pizza,746,31,514.74,Maybe,Maybe,0
1094,Premium,18-24,100k+,7,1028,2,Afternoon,Thursday,0,22,Medium,Pasta,204,14,175.44,Maybe,Maybe,0
1095,Budget,25-34,25k-50k,1,241,5,Evening,Wednesday,0,12,Low,"Sandwich,Pizza,Fries",494,27,360.62,Definitely,No,1
1096,Regular,18-24,50k-100k,4,752,4,Evening,Sunday,1,64,High,"Fries,Sandwich",344,0,344.0,Definitely,No,1
1097,Premium,25-34,50k-100k,9,1415,2,Afternoon,Saturday,1,26,Medium,Sandwich,778,12,684.64,Maybe,Maybe,1
1098,Regular,35-44,50k-100k,5,556,3,Evening,Sunday,1,79,High,"Pasta,Fries,Pizza",619,6,581.86,Maybe,Maybe,0
1099,Premium,18-24,50k-100k,9,1210,1,Evening,Tuesday,0,18,Low,"Sandwich,Coke",797,23,613.69,No,Yes,0
1100,Regular,25-34,25k-50k,3,517,4,Night,Wednesday,0,19,Low,Burger,427,34,281.82,Definitely,No,1
1101,Regular,18-24,50k-100k,6,660,4,Evening,Tuesday,0,8,Low,"Sandwich,Pasta",329,31,227.01,Definitely,No,1
1102,Budget,25-34,<25k,3,226,4,Evening,Tuesday,0,15,Low,Pasta,749,29,531.79,Definitely,No,1
1103,Budget,25-34,<25k,2,306,4,Afternoon,Tuesday,0,32,Medium,Sandwich,409,17,339.47,Definitely,No,1
1104,Regular,18-24,25k-50k,6,692,4,Evening,Tuesday,0,14,Low,Pizza,577,36,369.28,Definitely,No,1
1105,Budget,25-34,<25k,1,210,4,Evening,Thursday,0,18,Low,"Pasta,Fries,Coke",604,24,459.04,Definitely,No,1
1106,Budget,35-44,25k-50k,1,200,5,Night,Sunday,1,11,Low,"Burger,Sandwich",630,38,390.6,Definitely,No,1
1107,Budget,18-24,<25k,1,353,5,Evening,Friday,0,19,Low,"Coke,Pasta,Burger",736,39,448.96,Definitely,No,1
1108,Premium,35-44,100k+,6,1274,2,Evening,Thursday,0,5,Low,Burger,378,30,264.6,Maybe,Maybe,0
1109,Budget,25-34,<25k,1,287,4,Evening,Wednesday,0,17,Low,"Fries,Sandwich,Pizza",355,30,248.5,Definitely,No,1
1110,Budget,18-24,<25k,1,376,4,Evening,Wednesday,0,10,Low,"Burger,Pasta",760,27,554.8,Definitely,No,1
1111,Budget,25-34,25k-50k,3,378,4,Afternoon,Sunday,1,38,Medium,"Coke,Burger,Fries",628,10,565.2,Definitely,No,1
1112,Budget,35-44,25k-50k,2,200,5,Evening,Wednesday,0,19,Low,"Burger,Pasta,Coke",393,37,247.59,Definitely,No,1
1113,Regular,25-34,25k-50k,4,718,3,Afternoon,Thursday,0,27,Medium,Fries,657,16,551.88,Maybe,Maybe,0
1114,Premium,18-24,100k+,8,977,2,Night,Monday,0,12,Low,Pasta,642,20,513.6,Maybe,Maybe,0
1115,Regular,18-24,50k-100k,5,628,3,Afternoon,Tuesday,0,20,Medium,"Sandwich,Pizza,Coke",295,17,244.85,Maybe,Maybe,1
1116,Premium,25-34,100k+,7,1251,2,Night,Friday,0,10,Low,"Pasta,Pizza",206,33,138.02,Maybe,Maybe,0
1117,Regular,18-24,25k-50k,5,511,4,Afternoon,Thursday,0,23,Medium,Burger,713,11,634.57,Definitely,No,1
1118,Premium,35-44,50k-100k,6,1185,2,Evening,Sunday,1,72,High,"Pasta,Burger",455,3,441.35,Maybe,Maybe,0
1119,Regular,35-44,50k-100k,6,741,2,Evening,Saturday,1,66,High,"Sandwich,Pasta",258,9,234.78,Maybe,Maybe,1
1120,Premium,18-24,100k+,6,914,2,Evening,Monday,0,13,Low,"Fries,Pizza,Sandwich",436,27,318.28,Maybe,Maybe,1
1121,Regular,25-34,25k-50k,5,403,3,Afternoon,Friday,0,32,Medium,Coke,274,11,243.86,Maybe,Maybe,0
1122,Premium,25-34,100k+,8,840,1,Afternoon,Saturday,1,36,Medium,"Pizza,Coke,Fries",352,14,302.72,No,Yes,0
1123,Regular,18-24,50k-100k,4,741,4,Afternoon,Saturday,1,25,Medium,"Pasta,Burger",467,17,387.61,Definitely,No,1
1124,Regular,25-34,25k-50k,3,589,4,Evening,Friday,0,6,Low,"Pasta,Sandwich",491,30,343.7,Definitely,No,1
1125,Regular,35-44,25k-50k,6,410,2,Evening,Wednesday,0,5,Low,"Burger,Fries",426,26,315.24,Maybe,Maybe,1
1126,Premium,25-34,50k-100k,9,1111,1,Afternoon,Tuesday,0,23,Medium,"Fries,Burger",666,13,579.42,No,Yes,0
1127,Regular,25-34,25k-50k,5,764,2,Afternoon,Saturday,1,28,Medium,"Sandwich,Fries,Pasta",700,19,567.0,Maybe,Maybe,1
1128,Budget,18-24,25k-50k,1,260,4,Evening,Thursday,0,14,Low,"Pasta,Pizza",330,26,244.2,Definitely,No,1
1129,Budget,35-44,25k-50k,2,301,5,Evening,Friday,0,7,Low,"Burger,Sandwich",243,24,184.68,Definitely,No,1
1130,Premium,18-24,50k-100k,6,1368,1,Evening,Tuesday,0,19,Low,"Sandwich,Fries",517,31,356.73,No,Yes,0
1131,Premium,35-44,50k-100k,9,880,2,Evening,Friday,0,10,Low,"Sandwich,Pizza",399,35,259.35,Maybe,Maybe,1
1132,Budget,35-44,<25k,3,353,5,Morning,Wednesday,0,14,Low,"Pasta,Coke,Fries",487,34,321.42,Definitely,No,1
1133,Regular,35-44,25k-50k,4,485,2,Night,Tuesday,0,18,Low,"Fries,Burger",718,34,473.88,Maybe,Maybe,0
1134,Budget,25-34,25k-50k,3,281,5,Evening,Monday,0,8,Low,"Pasta,Burger",601,26,444.74,Definitely,No,1
1135,Regular,25-34,25k-50k,5,551,2,Afternoon,Thursday,0,32,Medium,"Fries,Sandwich",370,11,329.3,Maybe,Maybe,0
1136,Budget,35-44,<25k,3,319,4,Evening,Tuesday,0,17,Low,"Burger,Pasta",360,32,244.8,Definitely,No,1
1137,Premium,25-34,100k+,6,1110,2,Evening,Wednesday,0,6,Low,Burger,473,32,321.64,Maybe,Maybe,0
1138,Premium,35-44,50k-100k,8,828,1,Evening,Monday,0,17,Low,"Coke,Fries,Burger",471,31,324.99,No,Yes,0
1139,Premium,25-34,50k-100k,5,1158,1,Evening,Tuesday,0,5,Low,"Fries,Coke",202,36,129.28,No,Yes,0
1140,Regular,25-34,50k-100k,6,545,3,Afternoon,Sunday,1,35,Medium,Pizza,784,10,705.6,Maybe,Maybe,0
1141,Budget,35-44,<25k,2,236,5,Evening,Sunday,1,60,High,"Burger,Sandwich,Pizza",639,5,607.05,Definitely,No,1
1142,Premium,25-34,100k+,9,1025,1,Afternoon,Tuesday,0,39,Medium,Burger,770,13,669.9,No,Yes,0
1143,Regular,25-34,25k-50k,3,642,4,Evening,Friday,0,14,Low,"Pizza,Fries,Sandwich",425,30,297.5,Definitely,No,1
1144,Budget,25-34,<25k,3,319,4,Evening,Thursday,0,9,Low,"Pizza,Sandwich,Burger",720,34,475.2,Definitely,No,1
1145,Premium,18-24,100k+,7,1289,1,Evening,Tuesday,0,6,Low,"Coke,Burger",415,36,265.6,No,Yes,0
1146,Premium,18-24,50k-100k,9,888,2,Evening,Friday,0,18,Low,"Burger,Coke",466,24,354.16,Maybe,Maybe,1
1147,Premium,18-24,50k-100k,5,994,1,Night,Monday,0,16,Low,"Burger,Fries,Coke",720,29,511.2,No,Yes,0
1148,Budget,35-44,<25k,3,323,4,Evening,Wednesday,0,12,Low,"Coke,Pizza",375,24,285.0,Definitely,No,1
1149,Regular,18-24,50k-100k,6,480,2,Morning,Wednesday,0,17,Low,"Coke,Pasta",522,38,323.64,Maybe,Maybe,1
1150,Budget,35-44,25k-50k,1,232,5,Night,Tuesday,0,7,Low,Sandwich,367,35,238.55,Definitely,No,1
1151,Budget,18-24,<25k,1,306,4,Afternoon,Thursday,0,29,Medium,"Burger,Sandwich",390,13,339.3,Definitely,No,1
1152,Regular,18-24,50k-100k,5,444,4,Night,Tuesday,0,7,Low,Pizza,593,29,421.03,Definitely,No,1
1153,Premium,35-44,50k-100k,6,1155,2,Evening,Friday,0,17,Low,"Burger,Sandwich,Coke",423,31,291.87,Maybe,Maybe,0
1154,Budget,18-24,<25k,1,303,4,Afternoon,Tuesday,0,32,Medium,"Coke,Burger,Sandwich",525,12,462.0,Definitely,No,1
1155,Budget,18-24,<25k,2,262,5,Evening,Thursday,0,19,Low,"Coke,Burger",477,24,362.52,Definitely,No,1
1156,Premium,25-34,100k+,8,991,2,Evening,Tuesday,0,10,Low,Coke,221,36,141.44,Maybe,Maybe,1
1157,Regular,25-34,25k-50k,4,591,3,Evening,Tuesday,0,16,Low,"Pizza,Fries",426,23,328.02,Maybe,Maybe,0
1158,Regular,18-24,50k-100k,5,432,4,Evening,Thursday,0,19,Low,"Burger,Coke",658,38,407.96,Definitely,No,1
1159,Regular,25-34,50k-100k,4,684,3,Night,Saturday,1,7,Low,Coke,238,32,161.84,Maybe,Maybe,0
1160,Regular,35-44,25k-50k,6,687,2,Morning,Monday,0,18,Low,"Burger,Pasta",658,39,401.38,Maybe,Maybe,1
1161,Budget,18-24,<25k,1,246,5,Evening,Tuesday,0,15,Low,"Pasta,Fries",652,39,397.72,Definitely,No,1
1162,Premium,25-34,50k-100k,6,962,2,Morning,Monday,0,13,Low,"Fries,Coke,Burger",470,31,324.3,Maybe,Maybe,1
1163,Regular,18-24,25k-50k,3,492,3,Evening,Thursday,0,19,Low,"Pasta,Fries,Coke",398,33,266.66,Maybe,Maybe,1
1164,Regular,25-34,50k-100k,5,445,2,Evening,Friday,0,18,Low,"Pasta,Sandwich,Coke",472,33,316.24,Maybe,Maybe,0
1165,Regular,25-34,50k-100k,6,718,2,Evening,Monday,0,9,Low,Sandwich,783,21,618.57,Maybe,Maybe,1
1166,Budget,18-24,<25k,2,263,4,Evening,Monday,0,19,Low,"Pasta,Sandwich,Fries",743,25,557.25,Definitely,No,1
1167,Regular,25-34,25k-50k,3,791,2,Evening,Friday,0,7,Low,Sandwich,787,28,566.64,Maybe,Maybe,0
1168,Premium,25-34,100k+,8,1459,1,Evening,Friday,0,12,Low,"Pizza,Sandwich",201,37,126.63,No,Yes,0
1169,Regular,25-34,25k-50k,3,476,2,Morning,Thursday,0,10,Low,"Fries,Sandwich",365,26,270.1,Maybe,Maybe,1
1170,Regular,25-34,50k-100k,5,505,3,Afternoon,Wednesday,0,36,Medium,Sandwich,516,17,428.28,Maybe,Maybe,0
1171,Regular,25-34,50k-100k,3,758,2,Evening,Wednesday,0,13,Low,"Fries,Coke,Sandwich",463,37,291.69,Maybe,Maybe,1
1172,Premium,25-34,100k+,7,1182,2,Morning,Thursday,0,8,Low,"Pasta,Burger",589,35,382.85,Maybe,Maybe,1
1173,Premium,35-44,100k+,5,1499,1,Evening,Thursday,0,15,Low,Sandwich,211,37,132.93,No,Yes,0
1174,Budget,18-24,<25k,3,321,4,Evening,Thursday,0,18,Low,Sandwich,508,23,391.16,Definitely,No,1
1175,Regular,25-34,25k-50k,4,610,3,Afternoon,Friday,0,28,Medium,"Burger,Pasta,Coke",234,12,205.92,Maybe,Maybe,1
1176,Budget,35-44,25k-50k,1,334,4,Evening,Tuesday,0,18,Low,Fries,715,39,436.15,Definitely,No,1
1177,Regular,18-24,50k-100k,5,495,3,Evening,Friday,0,14,Low,"Sandwich,Pasta",777,21,613.83,Maybe,Maybe,1
1178,Regular,35-44,50k-100k,4,642,3,Evening,Monday,0,10,Low,"Coke,Burger",436,31,300.84,Maybe,Maybe,0
1179,Regular,18-24,25k-50k,5,681,4,Evening,Thursday,0,18,Low,"Sandwich,Coke",725,29,514.75,Definitely,No,1
1180,Premium,18-24,50k-100k,9,1352,1,Afternoon,Monday,0,34,Medium,"Sandwich,Burger",430,17,356.9,No,Yes,0
1181,Budget,25-34,25k-50k,1,322,4,Evening,Saturday,1,77,High,"Sandwich,Pasta,Coke",362,1,358.38,Definitely,No,1
1182,Regular,18-24,25k-50k,5,702,2,Afternoon,Thursday,0,29,Medium,Pasta,469,12,412.72,Maybe,Maybe,1
1183,Budget,25-34,<25k,1,200,5,Evening,Wednesday,0,12,Low,"Burger,Sandwich,Fries",712,30,498.4,Definitely,No,1
1184,Budget,18-24,25k-50k,3,364,5,Evening,Sunday,1,61,High,"Burger,Fries,Sandwich",504,4,483.84,Definitely,No,1
1185,Premium,35-44,100k+,8,1050,2,Afternoon,Wednesday,0,37,Medium,Pasta,710,11,631.9,Maybe,Maybe,0
1186,Budget,18-24,25k-50k,3,234,4,Evening,Monday,0,9,Low,"Burger,Sandwich,Fries",360,24,273.6,Definitely,No,1
1187,Regular,18-24,50k-100k,4,615,3,Evening,Friday,0,18,Low,"Burger,Pasta",505,21,398.95,Maybe,Maybe,0
1188,Premium,35-44,50k-100k,7,977,1,Evening,Friday,0,10,Low,"Coke,Burger",350,39,213.5,No,Yes,0
1189,Budget,25-34,<25k,2,323,5,Evening,Monday,0,6,Low,Coke,551,20,440.8,Definitely,No,1
1190,Budget,35-44,<25k,2,392,5,Night,Sunday,1,14,Low,"Sandwich,Coke",613,30,429.1,Definitely,No,1
1191,Regular,35-44,25k-50k,6,768,3,Morning,Saturday,1,12,Low,"Pasta,Coke",200,33,134.0,Maybe,Maybe,1
1192,Budget,18-24,25k-50k,1,304,5,Afternoon,Wednesday,0,21,Medium,Burger,774,11,688.86,Definitely,No,1
1193,Premium,18-24,50k-100k,5,1388,1,Afternoon,Sunday,1,30,Medium,"Fries,Pasta",580,13,504.6,No,Yes,0
1194,Regular,35-44,50k-100k,4,481,3,Night,Wednesday,0,11,Low,"Burger,Sandwich",530,38,328.6,Maybe,Maybe,0
1195,Budget,35-44,25k-50k,1,342,5,Evening,Thursday,0,14,Low,Pasta,342,26,253.08,Definitely,No,1
1196,Regular,18-24,50k-100k,3,704,2,Evening,Monday,0,7,Low,"Fries,Burger,Coke",466,31,321.54,Maybe,Maybe,1
1197,Regular,25-34,50k-100k,4,664,3,Evening,Wednesday,0,14,Low,Pasta,649,27,473.77,Maybe,Maybe,1
1198,Regular,25-34,25k-50k,3,411,2,Afternoon,Tuesday,0,35,Medium,Fries,499,14,429.14,Maybe,Maybe,0
1199,Regular,25-34,25k-50k,4,763,4,Night,Tuesday,0,17,Low,"Sandwich,Pizza,Fries",535,30,374.5,Definitely,No,1
1200,Regular,18-24,50k-100k,6,602,4,Evening,Sunday,1,53,High,"Coke,Sandwich,Pasta",340,4,326.4,Definitely,No,1
1201,Budget,18-24,25k-50k,1,251,5,Evening,Saturday,1,78,High,"Burger,Sandwich",343,2,336.14,Definitely,No,1
1202,Budget,25-34,25k-50k,1,276,5,Evening,Wednesday,0,13,Low,Burger,462,30,323.4,Definitely,No,1
1203,Regular,18-24,50k-100k,5,470,4,Afternoon,Tuesday,0,36,Medium,Coke,644,19,521.64,Definitely,No,1
1204,Budget,25-34,25k-50k,3,253,5,Evening,Saturday,1,73,High,Coke,758,9,689.78,Definitely,No,1
